row_id,내용,상세내용,주장/검증매체
208,직원 횡령비리 은행들 알고보니평균연봉 1억원 넘어,"['최근', '임원', '관련', '연봉', '국민은행', '금융', '제출', '부과', '업무', '횡령', '사고', '평균', '금감원', '과태료', '고객', '이상', '직원', '검사', '대구', '발생', '연합뉴스', '확인', '위반', '은행', '자료', '제재', '정보', '지난해', '허위', '계좌']",연합뉴스
209,퇴직금만 11억평균 연봉은 1억5000만원 달하는 은행원의 세계,"['임금', '연봉', '보수', '퇴직', '급여', '시중', '성과급', '소득', '돌파', '포함', '지급', '평균', '이상', '올해', '기본', '직원', '상반기', '연합뉴스', '최대', '상위', '은행', '수령', '퇴직금', '특별', '희망', '승률', '지난해']",서울경제
210,연봉 2억에도 난 여전히 가난고소득자 설문조사 화제,"['소득', '사람', '응답', '블룸버그', '연봉', '소유', '설문조사', '재산']",한국경제TV
211,결혼 페널티 막겠다  주택 특례대출 소득기준 손질,"['주택', '문제', '제외', '특례', '신혼부부', '대표', '소득', '기회', '금리', '기준', '결혼', '방안', '국민', '정상화', '정책', '청년', '자금', '완화', '발표', '청약', '정부', '합산', '대출', '특위', '입장', '부부', '상향', '혜택']",아이뉴스24
212,항공사 미사용 마일리지 3조어디서 사용 가능,"['부채', '코로나', '항공사', '서비스', '상반기', '사용', '아시아나', '보너스', '기준', '대한항공', '마일리지', '기간', '항공권', '수익', '유효', '항공']",MBN
213,고공행진 항공권끝없는 상승 언제까지 계속될까,"['여객', '업계', '대한항공', '상승', '비용', '물가', '항공권', '부족', '유가', '행진', '뉴시스', '평균', '항공기', '올해', '코로나', '상반기', '운임', '지수', '이후', '공급', '항공사', '수요', '가격', '항공']",뉴시스
214,항공사 회원 전용 할인추가 마일리지 프로모션,"['회원', '프로모션', '여행', '할인', '제공', '홍콩', '적립', '마일리지', '혜택', '항공권', '추가', '항공', '구매', '올해']",매일경제
215,국힘 백화점 쇼핑하듯 영장심사 받겠다는 이재명특권의식 절어,"['대표', '특권', '심사', '검찰', '영장', '민주당', '국회', '국민', '요구', '청구']",세계일보
216,포토타임제57회 대통령배 전국고교야구대회폭염도 잊은 뜨거운 경기,"['국제공항', '사장', '최저', '한국', '동향', '대책', '강원', '추진', '행사', '공사', '대통령', '지역', '뿌리', '물가', '교사', '건설', '인천', '온도', '뉴시스', '전국', '세종', '남부', '대원', '더위', '파리', '기자', '서울', '산지', '경기', '오후', '여름', '방안', '폭염', '설치', '소비자', '발표', '발생', '연합뉴스', '판매', '이후', '기온', '뉴스', '오전', '제품', '근로자', '카르텔', '본부', '부실', '이번', '대회', '입국', '참가', '내일', '감독', '부산', '시공', '관계자']",중앙일보
217, 100억 빼돌린 암호화폐 거래소 비트소닉 대표 구속기소,"['자체', '시스템', '발행', '현금', '신씨', '거래소', '거래', '암호', '컴퍼니', '자금', '자산', '화폐', '조작', '코인', '싱가포르', '운영', '검찰', '혐의', '매출', '가상', '가격', '허위']",파이낸셜뉴스
218,암호화폐 100배 뛴다 도박누리집 판돈 빼돌린 30대 징역형,"['아버지', '평균', '이용자', '거래', '거래소', '시세', '암호', '해외', '징역', '화폐', '불법', '범죄', '사이트', '운영', '비트코인', '재판', '혐의', '가상', '수익', '선고']",뉴시스
219,검찰 첫 암호화폐 사건 전담조직 가상자산합수단 출범,"['출범', '남부', '수단', '수사', '검찰', '자산', '가상', '환수', '피해', '보호', '시장', '거래', '범죄']",뉴스1
220,조현준 회장 복심 효성티앤씨바이오연료 신사업 나선다,"['그룹', '뉴시스', '이후', '부문', '효성', '사업', '업계', '친환경', '영업', '매출', '회장', '이익', '무역', '조현준', '이번', '소재', '바이오', '연료']",뉴시스
221,전동화만이 답 아니다수송 탄소중립 위해 바이오연료 확대해야,"['도입', '세계', '해결', '부문', '전망', '업계', '친환경', '동향', '한국', '목표', '탄소', '산업', '비중', '전기차', '국제', '글로벌', '포함', '사용', '자동차', '서울', '기자', '에너지', '기술', '연료', '정책', '의무', '정유', '주요', '공유', '분야', '수송', '공급', '중립', '바이오', '제도', '감축', '시행', '상황', '배출', '국내', '생산', '동화', '항공']",데일리안
222,GS칼텍스 HMM에 국내 정유사 최초 바이오선박유 공급,"['사업', '협약', '사용', '선박', '친환경', '협력', '확보', '국내', '바이오디젤', '기존', '칼텍스', '바이오']",한국경제TV
223,임금 72퍼센트 노조 요구에 KB손보 25퍼센트 인상안 꺼냈다,"['개선', '부문', '정성', '임금', '체계', '협상', '평가', '손해', '임단협', '보상', '지급', '조직', '측은', '교섭', '단체', '보험', '노사', '제도', '인상', '노조']",머니S
224,경과원 전 현직 직원 14명 임금피크제 적용 놓고 소송전,"['도입', '임금', '추진', '성과', '연장', '연령', '소속', '피크', '적용', '진흥', '노사', '정년', '경과', '근로자', '보장', '시행', '센터', '대법원', '공공기관', '합의', '부터']",데일리안
225,태풍 카눈 오전 9시 현재 전국 공항 정상운영인적물적 피해 전무,"['전국', '국제공항', '국토부', '전날', '김포공항', '태풍', '공항', '카눈', '한반도', '항공', '오전']",부산일보
226,단독정부 철도사업 속도 못 낸다GTX 노선안전체계안 잇따라 지연,"['개선', '예정', '국토부', '발주', '해당', '교통', '한국', '결과', '공약', '확보', '체계', '보수', '추진', '윤석열', '연장', '산업', '조사', '일부', '역할', '기획', '업무', '마련', '철도', '이하', '사고', '개편', '공단', '신설', '방안', '이상', '과제', '결론', '진행', '중인', '도망', '올해', '단계', '시설', '기본', '코레일', '국가', '확충', '주요', '안전', '수립', '수도권', '정부', '목적', '뉴스', '일정', '사업', '운영', '연구', '계획', '화물', '부터', '유지', '국내', '노선', '기관', '용역', '열차', '지난해', '관계자']",머니투데이
227,직원 채용노선 확장유커 맞이 속도 내는 호텔면세점항공업계,"['업계', '제주', '면세점', '중국', '회복', '대감', '서울', '중국인', '이전', '관계자', '관광객', '추가', '항공기', '코로나', '직원', '단체', '준비', '여행', '프로모션', '관광', '매출', '항공', '노선']",한국일보
228,태풍 카눈에 항공편 결항 속출이 시각 김포공항,"['예정', '운항', '김포', '설정', '태풍', '기자', '열차', '재생', '재개', '공항', '제주', '해상도', '자막', '속도', '자동', '뉴스', '오늘', '운행']",KBS
229,수도권 철도망 구축사업 속도 서울 주요 거점까지 30분 내,"['착공', '동탄', '추진', '지역', '목표', '연장', '인천', '철도', '서울', '공단', '하반기', '거점', '해소', '올해', '투입', '구축', '주요', '중이', '광역철도', '수도권', '사업', '개통', '부터', '내년', '건설', '운행', '노선']",파이낸셜뉴스
230,수출 살리기 힘 싣는다시중은행 100퍼센트 보증상품 공급종합,"['대책', '보증', '상품', '규모', '금융', '산업', '강화', '경쟁력', '포인트', '지원', '방안', '추가', '전략', '기업', '자금', '위원장', '종합', '부담', '발표', '최대', '정부', '공급', '수출', '은행', '금융위', '대출', '계획', '협력', '우대', '전용']",이데일리
231,대전신용보증재단 0시 축제서 대전지역 5개 공공기관과 반부패청렴 정책 홍보,"['진흥', '재단', '캠페인', '축제', '윤리', '신용', '친환경', '관련', '실천', '행사', '보증', '진행', '공공기관', '지역', '문화', '사회', '대전', '정책']",대전일보
232,코로나 빚 대신 갚는 신보소상공인 위탁보증 결국 부실로,"['코로나', '상공', '대출', '서울', '기준', '공인', '보증', '누적', '부실', '내년', '위탁', '기금', '공급', '증가', '올해']",뉴시스
233,미공개 중요정보로 주식 거래 이동채 전 에코프로 회장 징역 2년 확정,"['프로', '이용', '혐의', '선고', '회장', '징역', '에코', '벌금', '명의', '주식', '거래', '계좌']",세계일보
234,카카오페이증권 미국 주식 첫 거래 하면 보상금 준다,"['투자', '참여', '보상', '오전', '이벤트', '증권', '금액', '부터', '판매', '최대', '카카오', '주식', '사용자', '거래', '달성', '수수료']",ZDNet Korea
235,한국 인구 대비 과학기술 연구원수 세계 1위,"['세계', '한국', '대통령', '규모', '산업', '과학기술', '나라', '우주', '반도체', '연구개발', '해방', '성공', '설립', '기준', '인구', '발사', '방안', '기술', '전략', '국가', '수준', '육성', '대한민국', '이후', '분야', '역량', '경쟁', '정부', '투자', '우리나라', '지난해']",중앙일보
236,단독 1년 새 해외기술유출 37건반도체디스플레이 최다,"['전자', '무죄', '산업', '강화', '발의', '반도체', '자동차', '기준', '기술', '파악', '국민', '보호', '중소기업', '올해', '조선', '국가', '해외', '디스플레이', '분야', '안철수', '범죄', '대기업', '기타', '의원', '부터', '국내', '처벌', '유출', '개정안', '최근', '핵심']",헤럴드경제
237,정치권 이구동성으로 첨단산업 분야에 대한 관심 촉구,"['반도체', '핵심', '국가', '산업', '분야', '주문', '의원', '행위', '침해', '기술', '국민', '정부', '첨단', '유출', '발의', '안철수', '범죄']",매일신문
238,검찰 LG엔솔 국가핵심기술 유출한 직원 기소,"['비밀', '직원', '방식', '검찰', '혐의', '영업', '포인트', '자문', '유출', '부터', '중개', '고객', '에너지', '업체', '전지', '확인', '진행', '경쟁']",조선비즈
239,쿠란 소각 종교 넘어 문명 충돌,"['반발', '스웨덴', '덴마크', '종교', '국가', '갈등', '유럽', '시위', '표현', '행위', '안보', '사회', '훼손', '말씀', '자유']",경향신문
240,트럼프의 무역전쟁 사령관 더 강력한 계획으로 컴백PADO,"['세계', '처럼', '취재', '동안', '대표', '공짜', '중국', '자신', '무역', '하이', '트럼프', '정책', '가능성', '관계', '정부', '백악관', '모습', '라이트', '대선', '제안', '전쟁']",머니투데이
241,로펌 또 압수수색변호사 비밀유지권 법제화 목소리 커져,"['도입', '수사', '압수수색', '한국', '사법', '의뢰인', '카카오', '의혹']",한국경제
242,윤창중 알몸 시인 청와대 국면 전환용 언론플레이,"['부인', '진술', '여성', '당시', '귀국', '자신', '기자', '내용', '인턴', '청와대', '대변인', '기자회견', '조사', '호텔', '의혹']",오마이뉴스
243,논두렁시계 이인규 세상 시끄러운데 나까지 나설 필요있나,"['부인', '사람', '한국', '지시', '관련', '회장', '대통령', '제출', '원장', '조사', '진술', '자신', '자리', '기자', '일보', '국정원', '이상', '노무현', '총장', '귀국', '여사', '전문', '내용', '중앙', '취지', '조선일보', '부장', '확인', '차관', '언론', '외부', '뉴스', '하자', '보도', '지난번', '당시', '요청', '수사', '검찰', '입장', '사건', '변호사', '부터', '지난해', '생각', '관계자']",중앙일보
244,김능진 위원장 문석봉이육사이상화독립운동 성지 대구에 기념관 지어야,"['선생', '독립', '추진', '기념관', '규모', '지역', '이유', '아버지', '전국', '차원', '기자', '인구', '예산', '국민', '적극', '역사', '위원장', '국가', '대구', '일본', '교육', '정부', '교수', '도움', '운동', '지자체']",매일신문
245,석기시대 타임캡슐 순천 월평 유적지 활용 방안 논의 눈길,"['보존', '세계', '역사', '국제', '학술', '가치', '제공', '한국', '관리', '명예', '방안', '문화', '아시아', '대회', '교수', '학회', '활용', '세계사']",노컷뉴스
246,활기 띠는 대구문학관올 상반기 누적 관람객 3만명 돌파,"['운영', '문학', '상반기', '작가', '대구', '재개', '증가', '올해']",매일신문
247,BNK경남은행 직원 차명거래에 불완전 판매까지,"['은행', '설명', '횡령', '의무', '직원', '지점', '투자', '대출', '거래', '개설', '적발', '확인', '금융', '명의', '위반', '매매', '계좌']",한국경제TV
248,날짜 지난 치킨무 판매로 영업 폐쇄법원 위법 처분 취소하라,"['위법', '처분', '음식점', '소스', '제공', '대구', '사유', '유통', '기한', '민원', '취소', '제기', '위반']",뉴시스
249,변이보다 확산 빠른 인포데믹 방역 시스템까지 무력화 연중기획  포스트 코로나 시대,"['세계', '개인정보', '보고서', '문제', '한국', '건강', '관련', '코로나바이러스', '가운데', '통제', '지역', '대상', '대표', '활용', '인권', '방역', '이유', '영국', '각종', '조사', '우려', '기록', '신뢰', '전파', '사고', '백신', '온라인', '개인', '비판', '정치', '가짜', '보호', '사회', '현상', '코로나', '수용', '수집', '미디어', '유튜브', '콘텐츠', '침해', '이후', '언론', '정부', '뉴스', '경쟁', '인터넷', '당국', '환자', '디지털', '정보', '이용', '응답', '감염', '시대', '사건', '확산', '규제', '유출', '지난해', '허위', '사례']",세계일보
250,팩트체크 코로나19 막겠다고 아직도 비타민안티푸라민 찾나요,"['작용', '관련', '김치', '방어', '사용', '코로나', '의료', '치료', '내용', '예방', '연합뉴스', '보건', '도움', '정보', '제공', '감염', '세균', '마늘', '당국']",연합뉴스
251,온몸에 소독수 뿌린다 마사지숍서 온 문자 안심해도 될까,"['행복', '소비자', '코로나', '사람', '조치', '효과', '이용', '한국', '광고', '관련', '내용', '감염', '예방', '정제', '마늘', '소비자원', '예약', '바이러스']",중앙일보
252,팩트체크 중국 당국이 예방책으로 마늘 꼽았다 허위정보 검증,"['문자', '과정', '우려', '중국', '장병', '기자', '제한', '진자', '온라인', '울산', '전문가', '내용', '휴가', '물건', '외부', '앵커', '감염', '상황', '이번', '마늘']",JTBC
253,에너지부터 광물까지 자원 무기화 지구촌 공급망 전쟁 중 세계는 지금,"['세계', '공급망', '시간', '한국', '자원', '확보', '석유', '개발', '통제', '제조', '현지', '러시아', '반도체', '당장', '협정', '중국', '우려', '소재', '무기', '광물', '체결', '기업', '니켈', '한일', '주요', '각국', '일본', '배터리', '해외', '점유', '연합뉴스', '경우', '분야', '수출', '논의', '코발트', '정도', '리튬', '지난달', '광산', '상황', '생산', '호주', '최근', '핵심']",세계일보
254,렘코주 3만ha 리튬 광산 취득 계약 체결,"['세계', '계약', '기업', '리튬', '면적', '광산', '참여', '해당', '업체', '생산', '조사', '아르헨티나', '위치']",머니투데이
255,제이스코홀딩스 필리핀 니켈광산 순도 2퍼센트 최상급 니켈 확인,"['보고서', '니켈', '광산', '필리핀', '회사', '계획', '수요', '개발', '평가', '지역', '홀딩스', '인도네시아', '진행', '상장', '분석', '채굴', '작업']",파이낸셜뉴스
256,KT CEO 후보자들 인물평 들어보니이사회 역할론 기대,"['경영', '사장', '후보자', '이사회', '역할', '글로벌', '조직', '관리', '기업', '출신', '걱정', '부담', '리더십', '후보', '강점', '실적', '정부', '교수', '서울대', '경험', '관계자']",이데일리
257,KT 대표 최종후보 오늘 나온다사외이사의 선택은,"['부문', '사장', '위원회', '업계', '주주', '최종', '대표', '이사회', '결정', '통신', '이사', '기간', '사외이사', '대표이사', '후보', '교수', '면접', '추천', '서울대']",아시아경제
258,대통령 연수원 동기 기재부산업부 장관 출신이 기업으로 오는 까닭은 비즈360,"['전자', '경영', '그룹', '선임', '추진', '대표', '윤석열', '화장품', '산업', '강화', '한화', '포스코', '시스템', '인물', '전문가', '추가', '사외이사', '후보', '학부', '현대', '감사', '교수', '사업', '사진', '통상', '장관', '계획', '변호사', '서울대', '경험']",헤럴드경제
259,정황근 농림장관 후보자 농협 사외이사자녀 취업 논란,"['우려', '장관', '정황', '관련', '농협', '후보자', '추진', '의원', '농업', '국회', '사외이사', '정책']",매일신문
260,대통령 부친 빈소에 여야정부 인사 등 추모 발길,"['예정', '대통령', '대표', '윤석열', '마련', '김기현', '서울', '기자', '대통령실', '오후', '민주당', '연세대', '국민', '조문', '정책', '총장', '의장', '부친', '이재명', '윤재옥', '명예', '연합뉴스', '마음', '교수', '원내대표', '장관', '연기', '박대출', '의원', '사무']",연합뉴스
261,3개월 앞 부산엑스포 유치 희망적정부 파리 현지 TF 구성 총력전,"['최종', '대통령', '현지', '대표', '결정', '나라', '공략', '잼버리', '개최', '파리', '대통령실', '유치', '활동', '국가', '각국', '정부', '훼손', '뉴스', '표심', '중심', '투표', '부산']",뉴스1
262,단독민주 백현동 의혹 업체 박근혜 정부와 부동산 매각 MOU 협의,"['부지', '국토부', '공고', '문제', '한국', '관련', '과정', '박근혜', '업체', '대표', '민주당', '종전', '부동산', '매각', '체결', '특혜', '철회', '아시아', '정부', '의혹', '사업', '검찰', '계획', '식품', '연구원', '협의']",뉴시스
263, 민간업자 특혜로  손해 vs  정부서 용도변경 압박 이재명 4차 소환,"['비리', '부지', '한국', '관련', '개발', '공사', '선거', '대표', '민간', '민주당', '용도', '업자', '특혜', '아파트', '임대', '중앙', '검사', '이재명', '불법', '정부', '공급', '위반', '변경', '의혹', '사업', '당시', '허가', '재판', '수사', '검찰', '혐의', '사건', '식품', '연구원', '기소', '구속', '지난해']",세계일보
264,출시 안 한 갤플립5 벌써 공짜라고불법보조금 광고 심각하네,"['업계', '대리점', '일부', '통신', '시작', '지급', '온라인', '구입', '지원', '폴드', '예약', '실제', '원금', '소비자', '광고', '내용', '사전', '플립', '불법', '판매', '경우', '최대', '중심', '커뮤니티', '갤럭시', '보조금', '확정', '상황', '개통', '공시', '가격', '통신사']",조선비즈
265,세계 최초 원금 100퍼센트 보장 ETF 나왔다는데투자해도 될까 신화머니,"['프리미엄', '기사', '자체', '상품', '영상', '매수', '갈무리', '시장', '전략', '수익률', '운용', '수수료', '리스크', '주가', '지수', '보전', '경우', '최대', '정도', '채권', '투자', '손실', '권리', '매도', '미래', '수익', '가격', '주식']",매일경제
266,고수익원금 보장 세상에 공짜는 없습니다 주간 112 리포트,"['회사', '피해', '인천', '일부', '범행', '송금', '회원', '사용', '자신', '지급', '상품권', '수익', '피해자', '원금', '자금', '로부터', '카페', '사기', '이자', '보장', '방식', '투자', '대출', '혐의', '부터', '이번', '기소', '처벌', '구속', '지난해']",세계일보
267,태풍 카눈이 할퀴고 간 상처보상은 슬기로운 금융생활,"['주택', '특약', '공인', '보험료', '프로그램', '피해', '지역', '최고', '금융', '대상', '연장', '손해', '분할', '만기', '상환', '본인', '보상', '태풍', '자동차', '사고', '금리', '지원', '유예', '침수', '생활', '중소기업', '긴급', '보험사', '자금', '부담', '보험', '안전', '최대', '경우', '자동', '무료', '보장', '대출', '안정', '특별', '시민', '폭우', '대응', '차량', '지자체']",한국경제TV
268,오늘 저녁은 제대로 줄서서 공짜점심으로 끼니 떼우는 독거노인소액생계비리포트,"['생계비', '처럼', '사람', '해결', '일자리', '금융', '소액', '공짜', '노인', '신용', '사용', '지원', '정책', '복지', '제도', '이자', '사업', '대출', '시행', '금액', '월세']",헤럴드경제
269,허종식박찬대 인천지하철 주안에서 연수 노선 조기 착공해야,"['사업', '호선', '철도', '구축', '계획', '의원', '검토', '인천', '도시', '도망', '노선']",뉴스1
270,검단에 역이 3개인천 서구 5호선 입장 고수에 김포시민들 집단반발 하나,"['사업', '역사', '호선', '라인', '문제', '교통', '골드', '김포', '시민', '신도시', '연장', '인천', '결정', '시티', '노선']",파이낸셜뉴스
271,민간기업 대우조선 사장 인사까지 새 정부 몫이라는 인수위,"['사장', '위원회', '인사', '문제', '선임', '해양', '대통령', '대표', '산업', '부대', '민간', '자리', '서울', '비판', '청와대', '이전', '대우조선', '인수', '선출', '기업', '절차', '대표이사', '공기업', '정부', '상장', '감사원', '입장']",한겨레
272,대우조선 사장 자리에 왜 군침을 흘리나 박영국의 디스,"['학교', '사장', '기업', '인사', '출신', '차기', '민간', '자리', '인재', '대표이사', '인물', '사안', '해양', '대학', '대우조선', '정부', '정권']",데일리안
273,22년만에 새 주인 맞는 대우조선해양다음달 한화오션 뜬다,"['그룹', '업계', '예상', '회사', '해양', '주인', '조건', '한화', '대우조선', '인수', '조선', '기업', '저가', '대비', '수주', '조선업', '경쟁', '은행', '지난해', '선박', '승인']",뉴스1
274,인터뷰DP2 감독 폭력 국가는 사과한 적 없다,"['부분', '시작', '사람', '책임', '사진', '공개', '국가', '제공', '감독', '개인', '인물', '넷플릭스', '영화', '사회', '인정', '공감', '이야기']",아시아경제
275,호흡기 감염병 확산여름 독감 이례적 수준 대유행,"['면역', '유행', '일상', '입원', '전파', '회복', '진자', '제한', '이상', '사회', '동기', '의무', '코로나', '마스크', '발생', '교수', '환자', '감염', '확산', '증가']",세계일보
276,울산시 코로나19 확진자 2주 연속 감소세,"['코로나', '사망자', '이용', '감염', '진자', '울산', '감소', '확산', '방역']",뉴스1
277,혼인출산으로 청년도약계좌 해지할 때도 비과세혜택 제공해야,"['보고서', '위원회', '도약', '공제', '상품', '중도', '금융', '만기', '저축', '가입자', '요건', '과세', '형성', '청년', '자산', '청약', '최대', '정부', '연금', '사업', '제공', '특별', '혜택', '계좌']",경향신문
278,8년 전 일본에서 경고된 찜통 잼버리경제 효과는 10조,"['환자', '잼버리', '사진', '당시', '기록', '출처', '더위', '효과', '일본', '부터', '침수', '텐트', '기온', '습도', '이번', '대회', '부안', '새만금']",YTN
279,6천억 효과 대회장 활기 의아한 잼버리 띄우기,"['세계', '홍보', '기사', '지적', '한국', '스카우트', '관련', '회장', '지시', '행사', '대통령', '여론', '머니투데이', '질환', '부족', '철수', '새만금', '결정', '영국', '잼버리', '우려', '라며', '리포트', '사고', '환경', '유발', '소식', '비판', '오후', '이상', '하루', '추가', '폭염', '효과', '현장', '준비', '안전', '최대', '정부', '언론', '보도', '환자', '운영', '청소년', '직위', '참가자', '속출', '연결', '중단', '사진', '상황', '대응', '참가', '대원']",오마이뉴스
280,3000억원 경제효과 반도체이차전지 기업 입주할 이곳,"['반도체', '기업', '물량', '효과', '계획', '유발', '관련', '유치', '산업']",이데일리
281,대구 공항 기부 대 양여방식 이전 국유재산정책심의위 통과,"['부지', '세종', '사업', '위원회', '방식', '대구시', '계획', '대구', '타당성', '공항', '추진', '이전', '국방부', '기부', '추경호', '기재부', '심의', '정책']",연합뉴스
282,에서 로 부의 이전 고민하는 정부  이제 시작 은 한창,"['고령화', '한도', '비교', '문제', '한국', '공제', '관련', '한국은행', '금융', '부모', '증여', '증여세', '재산', '유산', '전체', '노인', '세대', '이하', '자녀', '결혼', '평균', '이전', '이상', '속도', '고민', '정책', '세법', '소비', '과세', '상속세', '자금', '세금', '국가', '자산', '내용', '취득세', '일본', '발표', '확대', '정부', '방식', '육아', '우리나라', '가계', '유도', '증가', '촉진', '개정안', '지난해']",조선비즈
283,울산 도시철도 1호선 정책 발표로 분위기 반전되나,"['도입', '위원회', '호선', '질의', '평가', '대의', '경제성', '조사', '도시', '도시철도', '통과', '타당성', '울산', '수소', '시장', '정책', '버스', '발표', '대중교통', '사업', '계획', '시민', '강조']",오마이뉴스
284,부자 트럼프의 나를 위한 감세안,"['유주', '한도', '세액', '납부', '소득세', '최저', '관련', '공제', '임금', '시사', '가운데', '대통령', '규모', '업체', '최고', '일부', '부자', '공화당', '소득', '법인세', '구간', '표준', '통과', '기준', '개인', '산출', '세율', '이상', '법인', '방법', '폐지', '적용', '트럼프', '계층', '세제', '과세', '기업', '상속세', '세금', '국가', '부담', '가구', '현행', '지방정부', '소득공제', '감세', '경우', '정부', '부유', '서민', '상위', '제도', '일정', '투자', '대출', '시행', '부부', '연간', '금액', '법안', '혜택', '수익', '증가']",시사IN
285,민선단체장4기 아직 부실한 뿌리8제주특별자치도출범,"['개발', '과정', '제주', '규모', '지역', '산업', '첨단', '외국인', '자유', '도시', '국제', '기자', '지원', '외국', '의료', '자치', '법률', '확대', '지방', '교육', '정부', '처음', '사업', '학교', '관광', '홍콩', '주민', '특별']",동아일보
286, 희토류 영구자석  의존도 879퍼센트수급대책 서둘러야,"['공급망', '보고서', '전기차', '중국', '세계', '확보', '수입', '생산', '기술', '증가']",ZDNet Korea
287,데이터 품질 우수 공공기관에 정부 인증 부여,"['도입', '품질', '기준', '공공', '공공기관', '데이터', '기관', '행안부', '관리', '인증', '제도']",뉴시스
288,청년창업에도 공공빅데이터 활용창업경진대회 15개 우수작 시상,"['서비스', '제공', '지원', '공공', '식품', '농식품부', '데이터', '대상', '창업', '대회', '활용']",파이낸셜뉴스
289,조폐공사 가맹점 데이터 이어 종이형 지역사랑상품권 정보 개방,"['운영', '사업', '종이', '개방', '정보', '지점', '제공', '한국', '가맹', '상품권', '현황', '공공', '활성화', '사랑', '지역', '판매', '데이터', '행정안전부']",뉴스1
290,신규 자원회수시설 추진 광주광역시 덴마크 코펜하겐 아마게르 바케 시찰,"['세계', '친환경', '자원', '추진', '지역', '최고', '대표', '물질', '덴마크', '여가', '에너지', '신규', '발전소', '방문', '정책', '광주시', '시설', '오염', '광주', '처리', '설비', '이자', '사업', '주민', '회수', '폐기물', '탄소', '관계자']",파이낸셜뉴스
291,매력은 있는데 HMM 인수 후보들의 고민,"['그룹', '물량', '문제', '거론', '회장', '후보자', '규모', '보유', '방안', '인수', '고민', '매각', '기업', '하락', '자금', '주가', '후보', '최대', '그래픽', '처리', '사업', '매물', '비즈', '입장', '관심', '부터', '비율', '전환', '주식']",비즈워치
292,이스트스프링자산운용 국민연금 의결권 실수로 운용자산 회수,"['문제', '주주', '결과', '관련', '선임', '펀드', '홀딩스', '소액', '의결권', '자금', '자산', '후보', '발생', '확인', '자산운용', '당시', '투자', '국민연금', '회수']",머니투데이
293,감소하는 달러 수요 언론은 통화 질서 변화에 왜 무관심한가경제뉴스N시선,"['세계', '최근', '기사', '전망', '결제', '정상', '석유', '위안화', '대통령', '금융', '분석', '자국', '역할', '나라', '러시아', '회원', '비중', '국제', '시작', '중국', '사용', '교역', '시스템', '서울', '변화', '무역', '움직임', '감소', '에너지', '방안', '회의', '의존', '시각', '거래', '올해', '신청', '공동', '기여', '국가', '조선일보', '주요', '발표', '인용', '화폐', '확대', '언론', '뉴스', '달러화', '논의', '차지', '보도', '베네수엘라', '패권', '수단', '제재', '인도', '통화', '동아일보', '브라질', '체제', '관심', '부터', '수입', '국내', '지위', '지난해']",프레시안
294,유럽연합 디지털 유로화로 글로벌 기축 통화 역할 강화 목표,"['유로화', '디지털', '도입', '국제', '통화', '글로벌', '위원회', '사용', '중앙은행', '집행', '발표', '유로', '외부', '유로존']",조세일보
295,글로벌 포커스유로 제2 기축통화 됐지만갈 길 먼 달러 대항마,"['유로화', '세계', '전망', '결제', '위안화', '평가', '위안', '붕괴', '위협', '긴축', '비중', '국제', '중국', '글로벌', '가치', '강세', '금리', '정치', '시장', '거래', '올해', '불안', '하락', '반면', '국가', '갈등', '유럽', '확대', '경쟁', '부상', '유로존', '은행', '부채', '패권', '통화', '지난달', '상황', '유로', '지난해']",아시아경제
296,추적 피하기 쉽고 계좌 정지 어려워 마약범죄 기축통화된 비트코인 무법지대 코인 리포트,"['그룹', '세탁', '피해', '업체', '구매', '조직', '거래', '자금', '자산', '지인', '유통', '지갑', '판매', '최대', '사기', '코인', '범죄', '비트코인', '요청', '자료', '수사', '제공', '텔레', '가상', '주소', '정지', '국내', '기관', '계좌']",한국일보
297,이동관 후보자 미디어통합법 제정 속도통신 이슈는 신중,"['개선', '지적', '질의', '후보자', '통신', '사용', '고지', '넷플릭스', '미디어', '이동관', '통신비', '방송', '방통위', '정부', '제도', '허가', '입장', '가계', '의원', '규제', '검토', '생각']",전자신문
298,셀트리온 2분기 매출영업익 두 자릿수 감소수익성은 개선,"['매출', '이익', '영업', '기준', '기간', '감소', '셀트리온', '확대', '바이오', '지난해']",조선비즈
299,집권 실패 태국 전진당 탁신계 정당 총리 후보 지지 거부,"['정부', '전날', '국민', '미디어', '지지', '세력', '후보', '투표', '정지', '보유', '대표', '총선', '구성', '주식', '결정', '총리']",연합뉴스
300, 범죄수익은닉 혐의 천화동인7호 실소유주 지인들 압수수색,"['유주', '사업', '수사', '압수수색', '검찰', '기자', '관련', '중앙', '혐의', '수익', '개발', '중이', '대표', '명의', '범죄']",뉴시스
301,전국 주요 신문 톱뉴스17일 조간,"['세계', '잼버리', '위기', '투자', '한국', '서울', '일보', '대구', '배터리', '경기', '울산', '광주', '제주', '신문', '처벌', '부동산', '도민', '거점']",연합뉴스
302,현대엔지니어링 광주 연구개발특구 내 힐스테이트 첨단센트럴 분양 분상제 적용,"['예정', '제로', '주택', '첨단', '조성', '분양', '에너지', '이상', '적용', '시설', '면적', '설계', '가구', '청약', '광주', '경우', '공급', '중심', '순위', '운동', '건축', '센터', '계획', '라운지', '부터', '지구']",조선비즈
303,부산 서비스업 생산 크게 둔화2분기 12퍼센트 증가 그쳐,"['전국', '비교', '양극화', '감소', '판매', '지역', '생산', '부산', '증가', '올해']",국제신문
