row_id,내용,상세내용,주장/검증매체
1172,현실과 괴리된 세계 경제지표 버블 재현 가능성에 긴장,"['사상', '지속', '유로화', '처럼', '주택', '괴리', '예상', '상승', '버블', '붕괴', '회사채', '신축', '기록', '금리', '침체', '경기', '감소', '변화', '이상', '시장', '연방', '상승세', '지표', '소비', '하락', '관계', '기업', '자산', '수준', '유럽', '지수', '발생', '대비', '경우', '이후', '제조업', '원자재', '모습', '은행', '대출', '상황', '일반', '현실', '유지', '국채', '실물', '역대', '가격', '부도', '증가']",시사저널
1173,영월 특집 마대산 계곡산행 조선 최고의 인플루언서 김삿갓 생가를 품은 산,"['처럼', '사람', '방향', '정상', '지역', '주인', '얼마', '시작', '지금', '발견', '등장', '이름', '이후', '인터넷', '중간', '정도', '여행', '부터', '인증']",월간 산
1174,행복이 별거냐는 매점 아저씨 진정 고수입니다,"['운영', '행복', '작품', '방식', '사람', '세상', '노인', '내용', '뉴스', '오마이', '용산', '소개', '기도', '인천', '표현', '생각']",오마이뉴스
1175,만화 속 토마스 열차도 타고 소주아이스크림도 먹고,"['아이', '여행', '나무', '사진', '기념', '전망', '아이스크림', '이용', '일본', '소주', '라운지', '준비', '출발', '판매', '도시락', '뉴스', '열차', '운행']",오마이뉴스
1176,만화 속 토마스 열차도 타고 소주아이스크림도 먹고,"['아이', '여행', '나무', '사진', '기념', '전망', '아이스크림', '이용', '일본', '소주', '라운지', '준비', '출발', '판매', '도시락', '뉴스', '열차', '운행']",오마이뉴스
1177,고령층 5명 중 1명은 독거노인소득은 동거 노인의 절반 미만,"['근로자', '소득', '노인', '가구', '통계청', '취업', '이상', '고령']",연합뉴스
1178,여의도 제2세종문화회관 디자인 후보 5개 선정,"['기획', '세종', '작품', '당선', '디자인', '여의도', '공간', '공원', '종합', '설계', '계획', '시민', '서울시', '문화', '사무소']",매일경제
1179,국토부 자율주행 실증도시 모집2017년 레벨4 자율주행 상용화,"['자율', '사업', '연구개발', '서비스', '교통', '부처', '주행', '공단', '개발', '부터', '추진', '선정', '기술', '공모', '안전', '실증', '도시']",ZDNet Korea
1180,처음 맞이하는 실질 최저임금 낮아진 시대 민주당은 왜 침묵하나문 대통령께 드리지 못한 고언,"['개선', '출마', '문제', '축소', '수당', '과정', '정당', '대통령', '물가', '급여', '대표', '윤석열', '결정', '역할', '노동자', '실질', '소득', '부분', '시작', '포함', '영향', '비판', '개인', '정치', '최저임금', '민주당', '국민', '사회', '문재인', '시장', '논평', '올해', '정책', '투쟁', '소비자', '노동', '후보', '이재명', '준비', '언급', '정부', '정권', '다수', '서민', '제도', '인상', '제시', '침묵', '대중', '상황', '범위', '민생', '승률', '유지', '이번', '구상', '유권자', '선언문', '생각']",프레시안
1181,이러다 다 죽어 최저임금 직격탄 자영업자들 곡소리,"['문의', '관련', '공인', '주휴수당', '결정', '실질', '오스', '최저임금', '업자', '설치', '직원', '부담', '편의점', '운영', '인상', '상황', '인건비', '내년', '자영', '증가']",아이뉴스24
1182,취업하라고요 지금 상태가 좋아요 자발적 프리터족 택한 MZ세대,"['생계', '시간', '영상', '자의', '취업', '미만', '분석', '아르바이트', '기준', '조직', '경기', '최저임금', '생활', '졸업', '기업', '청년', '근무', '정도', '근로자', '지난해', '일자리']",조선비즈
1183,커지는  부동산 경기 불안 정부는 중국 경제 상황반 가동,"['위기', '전망', '업계', '기대', '관련', '상승', '업체', '금융', '위안', '점검', '중국', '영향', '제한', '회복', '중국인', '비구', '경기', '하반기', '부동산', '반등', '부총리', '기획재정부', '효과', '리스크', '정부', '추경호', '수출', '당국', '관광', '상황', '악재', '이번', '대응', '기재부', '최근', '환율', '저하']",조선비즈
1184,부실한 4만원 바비큐소주는 재활용수원축제서 또 바가지 논란이슈시개,"['축제', '커뮤니티', '해당', '환경', '온라인', '소주', '논란', '사랑', '캡처', '판매', '지역']",노컷뉴스
1185,오빠 쌀 것 같아 축제 음란 메뉴판공론화되자 학생만 처벌 억울,"['징계', '축제', '학교', '조치', '커뮤니티', '해당', '문제', '온라인', '논란', '사과', '대학', '관계자', '뉴스', '학생', '학과']",뉴스1
1186,시민리포터가 간다 대학 축제 주류 판매 금지 축제의 진화 필요,"['처럼', '기사', '자체', '금지', '인터뷰', '주류', '대학생', '프로그램', '행사', '체험', '지역', '반대', '일부', '축제', '마련', '이하', '사고', '참여', '수익', '의견', '주문', '기간', '문화', '진행', '세법', '손님', '위법', '미디어', '대학교', '편의점', '광주', '대학', '판매', '면허', '오늘', '운영', '학교', '센터', '사건', '시민', '부터', '이번', '처벌', '학생', '생각']",노컷뉴스
1187,토익점수 맞춰드려요 전직 영어강사의 500만원짜리 답안,"['경찰', '시험', '이용', '혐의', '서울', '의뢰인', '화장실', '경찰청']",연합뉴스
1188,허위 영수증으로 실비보험 받아 성형수술병원장환자 등 33명 적발,"['환자', '경찰', '처럼', '보험', '보험금', '병원', '발급', '청구', '허위']",서울신문
1189,삼성에피스 하드리마  1위 보험사 처방집에 등재,"['전망', '비용', '급여', '출시', '교환', '성분', '의약품', '상호', '진행', '추가', '적용', '보험사', '기업', '치료', '보험', '바이오', '환자', '등급', '부터', '등재', '처방', '승인']",뉴스1
1190,발목 아파요 병원 치료 2136번 억대 보험금 챙긴 일당들 결국보따리,"['차례', '법원', '치료', '보험금', '일당', '보험', '의사', '대법원', '병원', '진료', '질환', '사기', '청구']",서울신문
1191,크루즈 267척 80만명 중국인 관광객 뱃길 열리자 예약 줄이어,"['설명', '중국', '관광', '단체', '지사', '중국인', '재개', '제주', '지역', '현지', '이상', '관광객', '베이징', '외국인', '예약', '방문', '노선']",조선일보
1192,서울 지하철도 외국 관광객 맞이13일 단기이용권 발행,"['서비스', '교통', '지하철', '공사', '외국인', '배송', '동시', '시스템', '서울', '보관', '하반기', '기간', '서울시', '관광객', '직원', '대화', '이용', '부터', '증가']",뉴스1
1193,중국인들 한국 오면 무조건 하나씩 사들고 간다는데 윤현주의 이 주식,"['전자', '사주', '주주', '홀딩스', '강화', '공략', '인기', '기록', '투자자', '기자', '기준', '배당', '주방', '생활', '법인', '라인업', '시장', '수익률', '기업', '가전', '주가', '해외', '대비', '확대', '장기', '판매', '종목', '제품', '사업', '배당금', '제공', '매출', '검토', '지난해']",한국경제
1194,서정진 셀트리온 회장 계열사 합병해 글로벌 종합생명공학기업 도약,"['그룹', '합병', '도약', '자체', '전망', '예상', '관련', '회장', '확보', '개발', '추진', '강화', '글로벌', '경쟁력', '기자', '온라인', '발행', '열사', '신약', '계열', '추가', '전략', '시장', '적극', '기업', '종합', '셀트리온', '판매', '경쟁', '바이오', '제품', '원가', '제약', '매출', '이익', '계획', '주식']",이데일리
1195,동양생명코웨이 저평가 목표가 절반 수준,"['평가', '목표', '분석', '증권사', '영업', '생명', '실제', '하락', '에프', '주가', '수준', '차이', '대비', '업종', '종목', '제시', '투자', '매출', '이익']",서울경제
1196,삼성 주식 버려야 삽니다백기사 회사 주주들 분통 김익환의 컴퍼니워치,"['전자', '전날', '기사', '개편', '가치', '지배', '주주', '주가', '회사', '회장', '물산', '평가', '보유', '구조', '삼성', '주식', '이재용']",한국경제
1197,PK 공기업 지역인재 불투명한 채용 실태 눈살,"['공고', '주택', '심사', '문제', '한국', '관련', '연봉', '공사', '보증', '지역', '금융', '채용', '인재', '평균', '기술', '적용', '자금', '감사', '서류', '경우', '본사', '운영', '대출', '부서', '공공기관', '기금', '부산']",부산일보
1198, 통제 갈륨 등 핵심광물 확보 재강조리스크 대응해야,"['전기차', '보고서', '청정', '리튬', '사용', '기적', '관련', '이번', '평가', '에너지', '기술', '광물', '단기', '핵심']",연합뉴스
1199,핵심기술에 투자하는 기업들 순위는,"['기업', '심사', '국가', '한국', '분야', '안보', '기술', '인수', '거래']",문화일보
1200,기술유출 막고 인재확보노련해지는 반도체업계,"['지속', '전자', '부문', '임원', '확보', '인력', '반도체', '엔지니어', '인재', '신설', '이상', '기술', '삼성', '보안', '직원', '근무', '선발', '현장', '확대', '정년', '이후', '분야', '제도', '정보', '유출', '증가']",뉴시스
1201,밀착카메라 별도 천막에서 수령또 터진 아파트 택배 갈등,"['해결', '택배', '아파트', '기사', '문제', '주민', '갈등', '기자', '주차장', '지상', '지하', '차량', '상형']",JTBC
1202,얘들아 아빠 용달 뛴다실버쓰나미 시대 상용차 많이 샀다 여저,"['생계', '상용차', '구입', '수요', '택시', '물류', '등록', '이상', '신차', '창업', '분야', '증가', '시장', '성장', '통계', '올해', '모습']",헤럴드경제
1203,택배대란 우린 몰라요비결은 실버택배 르포,"['도입', '설명', '택배', '기사', '비용', '개발', '인력', '급여', '인천', '활용', '일부', '배송', '보건복지부', '부분', '장소', '노인', '마련', '기자', '지원', '거점', '이상', '측은', '시장', '방문', '아파트', '실버', '부담', '사가', '갈등', '주차장', '정부', '지하', '모습', '사업', '지난달', '센터', '주민', '보조금', '인턴', '부터', '차량', '일자리', '관계자']",매일경제
1204,iH 임대주택 노하우 집약 구월 아시아드7단지 입주 완료,"['행복', '주택', '주거', '공사', '시민', '인천', '관리', '건설']",세계일보
1205,비용 늘고 매물은 줄고독일 임대료 상승 한인 고충,"['주택', '사람', '임대료', '매매', '신규', '부동산', '한인', '아파트', '하락', '임대', '대부분', '유학생', '프로젝트', '지난해', '매물', '이메일', '상황', '가격', '건설', '월세', '독일']",YTN
1206,광주소식북구 공공임대주택 내 주거복지 활성화 프로그램 등,"['뉴시스', '운영', '경찰', '커뮤니티', '북부', '센터', '공공', '프로그램', '광주', '예방', '부터', '이상', '임대주택', '동기', '범죄']",뉴시스
1207,에코프로 누가 이기나 보자 외국계 공매도 세력에 1차전 완승한 개미,"['그룹', '참조', '예상', '급등', '상승', '코스피', '매수', '보유', '목표', '외국인', '잔고', '기록', '투자자', '비엠', '토론', '기준', '커버', '개인', '외국', '시장', '편입', '프로', '공매도', '주가', '수준', '지수', '대비', '셀트리온', '불법', '상장', '종목', '코스닥', '은행', '당시', '투자', '세력', '에코', '유지', '국내', '매도', '부터', '주식', '최근']",주간동아
1208, 증시 랠리에 한숨 커진 공매도 세력 북미서 한달새 70조원 손실,"['비중', '공매도', '증시', '투자', '투자자', '지난달', '주가', '손실', '커버', '상승', '평가', '규모', '이후', '시장', '주식']",조선비즈
1209,삼성증권 주식매도 직원 점유이탈물횡령죄 적용될까,"['직원', '삼성', '증권', '점유', '의견', '검토', '처벌', '적용', '주식']",연합뉴스
1210,기업성장 컨설팅 가지급금 쌓이면 횡령죄로 처벌받을 수 있다,"['소득세', '임원', '해당', '문제', '급여', '대표', '활용', '업무', '횡령', '실질', '지급', '개인', '재무', '법인', '방법', '기업', '관계', '자금', '세금', '규정', '대표이사', '발생', '경우', '제도', '인상', '정리', '상황', '위험', '처벌']",전자신문
1211,횡령죄 교수 다시 뽑은 상명대이사장 일가족이라 봐주기,"['교육부', '퇴직', '요구', '원장', '채용', '횡령', '이사', '기간', '법인', '측은', '총장', '징계', '이사장', '집행유예', '종합', '감사', '대학', '계약', '당시', '학교', '확정', '선고', '대법원', '의원', '적발', '관계자']",뉴시스
1212,삼성증권 사태 직원에 형사상 책임 묻기 어려워과세 가능성 낮아,"['설명', '조합원', '사주', '문제', '한국', '관련', '결제', '전산', '소득', '포함', '시스템', '투자자', '증권사', '배당', '주의', '개인', '의견', '손해배상', '폐지', '삼성', '적용', '위법', '공매도', '과세', '직원', '주가', '경우', '교수', '처리', '증권', '논란', '이번', '매도', '주식']",한국경제
1213,법정선 라덕연 조직원 라씨가 전화로 종가 관리 지시,"['총괄', '해당', '변호인', '지시', '관련', '의미', '회사', '특정', '과정', '주가조작', '매수', '덕연', '대표', '매매', '업무', '은닉', '투자자', '컨설팅', '일당', '조직', '주문', '취득', '법인', '진행', '명의', '추가', '관리', '방법', '거래', '시세', '조종', '자본시장', '직원', '자금', '근무', '주가', '대부분', '가담', '기존', '피고인', '처음', '위반', '종목', '범죄', '투자', '재판', '검찰', '전달', '텔레', '기소', '수익', '가격', '주식', '계좌']",아이뉴스24
1214,유럽 출장 다녀온 박완수 지사 투자유치 위해 해외사무소 재편,"['우주', '세계', '마련', '투자', '관련', '지사', '해외', '수요', '대책', '주문', '대학', '프랑스', '산업', '항공']",연합뉴스
1215,유럽서 쏟아진 주문리튬전지 1억 수출,"['제품', '기업', '리튬', '사용', '교체', '영업', '매출', '배터리', '유럽', '화재', '부터', '고객', '전지', '대표', '생산', '공장', '수출', '증가']",한국경제
1216,단독돈줄 막힌 북한 외화벌이 관광 재개 열병식 투어주체사상 토론 홍보,"['홍보', '제재', '관광', '전문', '프로그램', '부터', '북한', '진행']",문화일보
1217,팩트체크통일부도 모르는 여행자 보험상품,"['설명', '상품', '참여', '민간', '취급', '공단', '북한', '교류', '예술', '이데일리', '보험사', '관계', '사망', '보험', '화재', '실적', '판매', '이후', '해상', '관광', '부터', '국내', '유도', '남북']",이데일리
1218,윤고은 추리소설 밤의 여행자들  대거상 수상종합,"['세계', '작품', '부문', '문학', '작가', '장관', '수상자', '해외', '영국', '이후', '독자']",뉴시스
1219,73년 명맥 북한 보험사 작년 순소득 374퍼센트3년 만에 증가,"['업무', '소득', '사업', '지난해', '전문', '홈페이지', '보험', '회사', '북한', '연합뉴스', '증가']",연합뉴스
1220, 최저임금 1000엔 시대엔저로 2년째 한국보다 적어,"['전국', '인상', '시간', '광역', '일본', '최저임금', '평균', '지자체']",매일경제
1221,박종호 칼럼 시장님 생활임금은 복지입니다,"['도입', '부산시', '의회', '임금', '업체', '대상', '노동자', '영국', '민간', '지급', '소속', '이상', '시장', '적용', '기업', '생활임금', '양극화', '런던', '확대', '소송', '근로자', '사업', '인상', '주민', '대법원', '이번', '개정안', '부산', '일자리', '조례']",부산일보
1222,책과 세상 임금 올리니 강력 범죄 줄고 출산은 늘었다네,"['공정', '그룹', '데이비드', '기업', '직원', '회사', '회장', '임금', '연봉', '급여', '월급']",한국일보
1223,첫 사회주의자 시의원 한국이여 시애틀을 눈여겨보라,"['사람', '시간', '한국', '협박', '의회', '사회주의', '오마이', '도시', '노동자', '소득', '당선', '영향', '최저임금', '정책', '기업', '세금', '임대', '처음', '뉴스', '이야기', '사업', '인상', '의원', '집값', '강조', '월세', '생각']",오마이뉴스
1224,2027년까지 외국 유학생 30만명 유치한다취업정주까지 지원종합,"['교육부', '한국', '관련', '취업', '지역', '목표', '산업', '외국인', '요건', '인재', '기준', '지원', '유치', '문화', '전략', '달성', '졸업', '국가', '해외', '지자체', '확대', '유학생', '대학', '교육', '연합뉴스', '분야', '정부', '센터', '계획', '한국어', '수요', '입학', '부산']",연합뉴스
1225,취업 위해 졸업 미뤘는데 결국 둘다 멀어져대학가 퍼진 무기력증,"['입사', '대학생', '취업', '서울', '자격증', '졸업', '추석', '기업', '청년', '복지', '대부분', '준비', '대학', '공부', '학교', '다음', '미래', '증가', '경험', '일자리']",뉴스1
1226,대구 청년구직자들 공공기관 보다 중견기업을 더 많이 준비,"['대기업', '선호', '기업', '청년', '상의', '지원', '인식', '대구', '준비', '취업', '지역', '구직', '중견', '중소기업', '조사', '일자리', '정책']",아이뉴스24
1227,새만금 잼버리 수습에 정부가 친 사고 국민 혈세로 수습,"['세계', '위원회', '정성', '지하차도', '수습', '대통령', '대표', '윤석열', '새만금', '총리', '잼버리', '사고', '유가족', '지원', '예산', '유치', '참사', '민주당', '오송', '해임', '국회', '국민', '시설', '파행', '국가', '준비', '대변인', '정부', '이낙연', '공공기관', '이번', '대회']",조선일보
1228,정부 국민 혈세로 잼버리 추가 관광 지원 사실 아냐,"['일정', '잼버리', '참가자', '관광', '국가', '스카우트', '지원', '예산', '출국', '프로그램', '숙소', '대회', '이후', '정부', '대원']",동아일보
1229,빚더미 에디슨모터스 정부때 받은 혈세 1934억 달해,"['사업', '당시', '정부', '자금', '시절', '보조금', '회사', '지원', '회생', '재정', '인수', '문재인']",서울경제
1230,샤넬 선글라스 시럽급여 대신 윤석열 정부가 이야기해야 할 것들,"['사람', '서비스', '지적', '문제', '한국', '동안', '회사', '집중', '인력', '지대', '급여', '윤석열', '조건', '노동자', '실업자', '소득', '의지', '여가', '지급', '서울', '고용', '지원', '시스템', '기간', '고도화', '최저임금', '재정', '업자', '이상', '실업', '국민', '기술', '자격증', '문재인', '사회', '적극', '정책', '지출', '로드맵', '해외여행', '코로나', '노동', '발언', '신청', '의장', '보험', '수급', '발표', '확대', '언급', '안전', '연합뉴스', '정부', '논의', '제도', '발전', '계약', '반발', '제공', '장관', '센터', '계획', '부정', '박대출', '기반', '자영', '일자리']",시사IN
1231,SNS 허세가 결혼출산 막는다챗GPT 가능성 있어 일문Chat답,"['설명', '출산율', '최근', '혼인', '한국', '저출산', '대책', '출산', '캡처', '가족', '마련', '가치', '자신', '영향', '심화', '개인', '의견', '전문가', '결혼', '문화', '정책', '가능성', '소비', '청년', '부담', '추구', '경향', '정부', '호텔', '중심', '보도', '사진', '원인', '출생', '강조', '합계출산율', '증가', '저하']",MBN
1232,복지강국 스웨덴 출산율 미스터리공식 깨졌다 당혹 강진규의 데이터너머,"['설명', '출산율', '전망', '한국', '저출산', '대책', '출산', '가정', '분석', '성장', '요인', '자녀', '전문가', '파악', '정책', '하락', '반등', '국가', '수준', '교수', '여성', '선택', '상황', '안정', '미래', '스웨덴', '육아휴직']",한국경제
1233,복지강국 스웨덴 출산율 미스터리공식 깨졌다 당혹 강진규의 데이터너머,"['설명', '출산율', '전망', '한국', '저출산', '대책', '출산', '가정', '분석', '성장', '요인', '자녀', '전문가', '파악', '정책', '하락', '반등', '국가', '수준', '교수', '여성', '선택', '상황', '안정', '미래', '스웨덴', '육아휴직']",한국경제
1234,지난해 합계출산율 078명역대 최저,"['지난해', '사망자', '설정', '예상', '재생', '감소', '통계청', '출생', '자막', '해상도', '증가', '자동', '합계출산율', '자연', '뉴스', '작성', '통계']",MBC
1235,강진규의 데이터 너머 18명프랑스의 출산율 비결,"['소득세', '계수', '한국', '저출산', '공제', '배우자', '대책', '연봉', '가족', '소득', '자녀', '세율', '적용', '세제', '세금', '가구', '소득공제', '경우', '계산', '프랑스']",한국경제
1236,담뱃값 8천원 주장 2년 만에 또 솔솔OECD 평균 맞추자,"['인상', '건강', '수준', '논란', '추진', '금연', '평균', '담뱃값', '이후']",매일신문
1237,편의점담뱃가게 옛말담배 매출 최저 찍은 이유는,"['비중', '하락', '상반기', '업계', '매출', '편의점', '포인트', '인구', '식품', '담배', '흡연', '지난해', '올해']",아시아경제
1238,삼성물산 에버랜드 공시지가 관련 보도 전혀 사실 아냐,"['설명', '국토부', '처럼', '전날', '지적', '질의', '취재', '회사', '관련', '상승', '토지', '제출', '답변', '전체', '공시지가', '가치', '표준', '기준', '발행', '의견', '오후', '개별', '실무', '측은', '제기', '삼성', '해명', '왜곡', '하락', '수용', '내용', '취지', '가격', '이후', '필지', '보도', '요청', '당시', '물산', '승률', '강조', '대응', '에버랜드', '합병']",데일리안
1239,경실련 에버랜드 공시지가 국토부 조작지자체 묵인 의심,"['국토부', '공시지가', '표준', '과정', '에버랜드', '정부', '가격', '조사']",SBS
1240,경실련 에버랜드 공시지가 국토부 조작지자체 묵인 의심,"['국토부', '공시지가', '표준', '과정', '에버랜드', '정부', '가격', '조사']",SBS
1241,신라대 지역청년 대상 찾아가는 설명회 개최,"['플러스', '설명', '청년', '제공', '센터', '고용', '지원', '현장', '취업', '대학', '지역', '대상', '부산', '일자리', '정책']",아시아경제
1242,중진공 내일채움공제 모바일 사전상담서비스 제공,"['요건', '서비스', '제공', '공제', '채널', '고객', '카카오', '내일', '상담']",노컷뉴스
1243,혼인출산으로 청년도약계좌 해지할 때도 비과세혜택 제공해야,"['보고서', '위원회', '도약', '공제', '상품', '중도', '금융', '만기', '저축', '가입자', '요건', '과세', '형성', '청년', '자산', '청약', '최대', '정부', '연금', '사업', '제공', '특별', '혜택', '계좌']",경향신문
1244,주력산업 근무 경남 청년에 원금 4배 저축상품 나와,"['이자', '적금', '사업', '청년', '참여', '지원', '적립', '가운데', '희망', '업체', '금융', '분야', '산업', '중소기업', '중소', '저축']",한겨레
1245,환경산업기술원 수출기업과 ESG 규제 논의,"['총괄', '공급망', '기업', '환경', '관련', '지원', '업종', '규제', '기술', '대응', '협의', '산업', '분과', '수출', '민관']",디지털타임스
1246,단독멕시코 수입 철강 관세 폭탄 한미일 중 우리만 맞는다,"['부과', '협정', '중국', '성명', '무역', '타격', '멕시코', '적용', '체결', '철강', '조치', '발표', '일본', '수출', '인상', '우리나라', '관세', '수입', '이번', '환영']",헤럴드경제
1247,철강업계 서 잇단 철수신흥시장으로 동남아 키운다,"['예정', '현대차', '철수', '공략', '뉴시스', '포스코', '제철', '중국', '기록', '설립', '영업', '기아', '법인', '시장', '공장', '베이징', '매각', '동국제강', '철강', '하락', '현대', '실적', '확대', '판매', '인도네시아', '이후', '공급', '사업', '정리', '생산', '지난해']",뉴시스
1248,EU 10월부터 철강 탄소배출량 보고 의무화,"['기업', '철강', '확정', '배출', '부터', '관세', '탄소', '부과', '수출', '제도']",경향신문
1249,멕시코 철강 관세 최고 25퍼센트 기습 인상한국기업 타격 불가피,"['멕시코', '제품', '협정', '기업', '철강', '방침', '한국', '품목', '시장', '관세', '타격', '수입', '연합뉴스', '업체', '이번', '정부', '최소', '부과']",연합뉴스
1250,미국 중국산 통조림용 양철판에 관세 부과 계획 WSJ,"['제품', '철강', '중국', '캐나다', '관세', '이번', '수입', '부과', '가격', '조사', '독일']",뉴스1
1251,작년 철강 내수 출하량 금융위기 이후 최저태풍수요 부진 여파,"['업계', '산업', '일부', '전체', '포스코', '비중', '파업', '글로벌', '태풍', '영향', '회복', '건설업', '침체', '하반기', '감소', '경기', '차질', '철강', '철근', '대비', '경우', '이후', '공정', '수요', '국내', '생산', '건설', '지난해', '수해']",파이낸셜뉴스
1252,환경산업기술원 수출기업과 ESG 규제 논의,"['총괄', '공급망', '기업', '환경', '관련', '지원', '업종', '규제', '기술', '대응', '협의', '산업', '분과', '수출', '민관']",디지털타임스
1253,평창올림픽에도 여행수지 적자경상수지 흑자 반토막 종합,"['동월', '지속', '서비스', '적자', '축소', '상품', '금융', '수지', '외국인', '소득', '기록', '연속', '흑자', '중국인', '출국', '감소', '투자가', '수가', '해외여행', '헤럴드경제', '자산', '해외', '대비', '연휴', '이후', '수출', '지난해', '여행', '투자', '수요', '국내', '비율', '급감', '경상수지', '입국', '수입', '증가']",헤럴드경제
1254,국민연금 개편 보험료율 인상안만 담긴다보장성 강화 제외,"['보고서', '위원회', '위원', '예상', '개혁', '관련', '보험료', '시나리오', '최종', '대상', '강화', '연령', '대체', '보건복지부', '소득', '서울', '기자', '전문가', '재정', '방안', '복지부', '회의', '개시', '종합', '수급', '발표', '연합뉴스', '시점', '정부', '계산', '연금', '보장', '인상', '사진', '계획', '국민연금', '안정', '상향']",연합뉴스
1255,단독 국민연금 개편 더 내고 똑같이 받는 쪽으로 기울었다,"['보고서', '위원회', '위원', '조정', '개혁', '목표', '강화', '연령', '대체', '안정화', '소득', '의견', '노후', '재정', '기간', '평균', '방안', '계산', '연금', '보장', '제시', '소진', '국민연금', '유지', '이번', '기금', '반영']",한겨레
1256,공익고성장 둘 다 잡은 경북 사회적기업,"['회사', '대표', '산업', '성장', '전국', '비중', '고용', '장애인', '창업', '사회', '기업', '청년', '재생', '재활용', '분야', '여성', '대기업', '매출', '종사', '생산']",한국경제
1257,대기업 총수가 장학재단에 기부했더니 계열편입규제완화 검토,"['개선', '공정위', '관련', '회장', '누적', '조사', '의결권', '공익', '기준', '출연', '열사', '집단', '법인', '계열', '편입', '재단', '기업', '현행', '실태', '대기업', '운영', '상의', '금액', '규제', '기부', '관계자']",이데일리
1258,환골탈태 노리는 전경련 3 차기 회장 류진 유력한국판 헤리티지재단 거듭날까,"['그룹', '영향력', '한국', '회장', '전경련', '대통령', '평가', '국정', '현대차', '분석', '역할', '한화', '효성', '부회장', '삼성', '네트워크', '정책', '가능성', '기업', '단체', '일본', '이후', '정부', '교수', '발전', '상의', '연구', '제안', '부터', '강조', '프랑스', '기관', '최근']",블로터
1259,연말쯤 달성추경호 부총리 3선 도전 시그널,"['인사', '의회', '대통령', '지역', '당선', '군청', '기간', '달성', '방문', '정책', '군수', '부총리', '기획재정부', '대구', '휴가', '경제부총리', '공무원', '이후', '추경호', '국회의원', '사업', '간담', '제공', '장관', '변호사', '생각', '핵심']",매일신문
1260,이주호 부총리 강남 압구정 아파트 등 44억원 신고,"['아파트', '사장', '공개', '본인', '한국', '서울', '배우자', '공직자', '공사', '예금', '소유', '이번', '등록', '보유', '명의', '재산']",아시아경제
1261,국회 과방위 이동관 청문회 앞두고 여야 전운,"['위원회', '사장', '인사', '문제', '청탁', '배우자', '후보자', '인사청문회', '자녀', '민주당', '해명', '아파트', '위원장', '이동관', '준비', '학폭', '방통위', '언론', '정부', '장악', '의혹', '자료', '야당', '사건', '의원', '여야']",디지털데일리
1262, 경기부양 기대에 유가 올랐는데침체 경고음 여전 하반기는,"['업계', '상승', '석유', '유가', '인민', '국제', '중국', '우려', '기록', '회복', '금리', '경기', '둔화', '시장', '거래', '정책', '가능성', '로이터', '하락', '조치', '정유', '유동성', '확대', '정부', '은행', '인상', '유지', '국내', '가격']",매일경제
1263,전국 휘발유 가격 리터 당 1700원 돌파하반기도 유가 고공행진,"['사상', '재고', '상승', '석유', '유류', '가운데', '유가', '국제', '기록', '휘발유', '감소', '평균', '상승세', '최대', '정부', '팩트', '지난주', '수요', '경유', '경신', '가격']",더팩트
1264,냉탕온탕 롤러코스터 정유업계 안정적 수익 창출 방법은,"['유사', '적자', '업계', '한국', '친환경', '집중', '석유', '추진', '산업', '유가', '활용', '주유소', '국제', '기록', '유제품', '영향', '영업', '하반기', '경기', '평균', '정제', '수소', '에너지', '원유', '공장', '하락', '구축', '상반기', '정유', '악화', '물류', '실적', '대비', '프로젝트', '칼텍스', '바이오', '설비', '사업', '발전', '매출', '이익', '손실', '안정', '수요', '국내', '생산', '전환', '수익', '가격']",머니S
1265,1조달러 우크라 재건 사업제2의 마셜플랜 불리지만 경제칼럼,"['그룹', '은행', '사업', '기업', '참여', '민간', '협력', '지원', '우크라이나', '위험', '개발', '규모', '정부', '전쟁', '러시아']",매경이코노미
1266, 신용등급 강등에도정부한은 국내 영향 제한적종합,"['강등', '조정', '부각', '하향', '금융', '요인', '글로벌', '영향', '제한', '변동성', '회의', '시장', '피치', '모니터링', '조치', '국내외', '자산', '악화', '확대', '안전', '차관', '정부', '이후', '달러화', '선호', '심리', '당국', '신용등급', '상황', '안정', '국내', '기재부', '환율', '관계자']",머니투데이
1267,중국과 스와프 아르헨 IMF 차관 일부 달러 대신 위안화로 상환,"['상환', '채무', '중국', '사용', '위안화', '이번', '현지', '스와프', '차관', '정부', '아르헨티나']",SBS
1268,공매도 집중 단속나선 금융당국위반 업체에 무더기 제재,"['업체', '보유', '금융', '부과', '잔고', '시스템', '제한', '주문', '소유', '과태료', '공매도', '불법', '위반', '자산운용', '투자', '제재', '증권', '매도', '과징금', '주식']",노컷뉴스
1269,18년간 신분 세탁한 귀화 여성 징역형 집행유예,"['집행유예', '국적', '한국', '비자', '결혼', '발급', '위장', '여권']",세계일보
1270,후쿠시마 처리수 내 삼중수소 굉장히 적은 양빗물에 더 많아,"['보고서', '안전성', '한국', '문제', '회장', '과학', '후쿠시마', '영향', '정치', '에너지', '문화', '재단', '방류', '광주', '교수', '정도', '정보', '검토', '생각']",뉴시스
1271,다가오는 수소경제수소버스 승차감 이 정도라고현대차 유니버스 타보니,"['부분', '버스', '사용', '안전성', '거리', '개발', '승객', '수소', '전기', '전지', '충전', '현대차', '가스', '적용', '연료', '올해']",아시아경제
